Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_material_ID,SRA Study
SRR10665157,AMPLICON,501,76265569,PRJNA594727,SAMN13527439,Metagenome or environmental,46691777,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7343972,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse78,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M78,Maternal_Distal_Intestine_M15,SRP236063
SRR10665158,AMPLICON,501,20570,PRJNA594727,SAMN13527438,Metagenome or environmental,94440,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7343971,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse77,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M77,Fetal_Liver_M10,SRP236063
SRR10665159,AMPLICON,501,252835,PRJNA594727,SAMN13527437,Metagenome or environmental,244450,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX7343970,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse76,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M76,Dacron_4,SRP236063
SRR10665160,AMPLICON,501,68684,PRJNA594727,SAMN13527435,Metagenome or environmental,129183,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX7343968,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse74,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M74,Fetal_Tail_M12,SRP236063
SRR10665161,AMPLICON,501,80113370,PRJNA594727,SAMN13527434,Metagenome or environmental,49701187,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX7343967,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse73,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M73,Maternal_Proximal_Intestine_M6,SRP236063
SRR10665162,AMPLICON,501,413245,PRJNA594727,SAMN13527433,Metagenome or environmental,369113,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX7343966,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse72,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M72,Maternal_Liver_M8,SRP236063
SRR10665163,AMPLICON,501,80244,PRJNA594727,SAMN13527436,Metagenome or environmental,137166,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7343969,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse75,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M75,Maternal_Cervix_M4,SRP236063
SRR10665164,AMPLICON,501,879238,PRJNA594727,SAMN13527432,Metagenome or environmental,557577,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX7343965,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse71,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M71,Maternal_Cervix_M12,SRP236063
SRR10665165,AMPLICON,501,30086,PRJNA594727,SAMN13527431,Metagenome or environmental,100790,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX7344154,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse70,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M70,Fetal_Liver_M12,SRP236063
SRR10665166,AMPLICON,501,32604,PRJNA594727,SAMN13527392,Metagenome or environmental,104262,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX7343963,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse23,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M23,Fetal_Intestine_M13,SRP236063
SRR10665167,AMPLICON,501,94258,PRJNA594727,SAMN13527580,Metagenome or environmental,148051,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX7343962,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse240,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M240,Placenta_M10,SRP236063
SRR10665168,AMPLICON,501,219569171,PRJNA594727,SAMN13527579,Metagenome or environmental,131415859,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX7343961,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse239,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M239,Maternal_Oral_M13,SRP236063
SRR10665169,AMPLICON,501,79744,PRJNA594727,SAMN13527581,Metagenome or environmental,138151,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX7343964,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse241,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M241,Fetal_Tail_M4,SRP236063
SRR10665170,AMPLICON,501,67705,PRJNA594727,SAMN13527578,Metagenome or environmental,128702,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7343960,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse238,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M238,Placenta_M5,SRP236063
SRR10665171,AMPLICON,501,145478,PRJNA594727,SAMN13527577,Metagenome or environmental,179826,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7343959,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse237,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M237,Maternal_Heart_M13,SRP236063
SRR10665172,AMPLICON,501,229236,PRJNA594727,SAMN13527576,Metagenome or environmental,239142,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7343958,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse236,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M236,Kit_21,SRP236063
SRR10665173,AMPLICON,501,43328667,PRJNA594727,SAMN13527575,Metagenome or environmental,25792609,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX7343957,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse235,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M235,Maternal_Oral_M7,SRP236063
SRR10665174,AMPLICON,501,97267,PRJNA594727,SAMN13527573,Metagenome or environmental,144709,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7343955,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse233,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M233,Maternal_Heart_M10,SRP236063
SRR10665175,AMPLICON,501,134442,PRJNA594727,SAMN13527572,Metagenome or environmental,170282,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7343954,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse232,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M232,Maternal_Heart_M8,SRP236063
SRR10665176,AMPLICON,501,195626148,PRJNA594727,SAMN13527571,Metagenome or environmental,121968573,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7343953,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse231,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M231,Kit_20,SRP236063
SRR10665177,AMPLICON,501,31592,PRJNA594727,SAMN13527574,Metagenome or environmental,103530,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7343956,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse234,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M234,Uterus_M10,SRP236063
SRR10665178,AMPLICON,501,54145147,PRJNA594727,SAMN13527391,Metagenome or environmental,34034488,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX7343952,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse22,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M22,Maternal_Distal_Intestine_M5,SRP236063
SRR10665179,AMPLICON,501,95745435,PRJNA594727,SAMN13527373,Metagenome or environmental,60658891,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX7343951,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse3,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M3,Maternal_Distal_Intestine_M4,SRP236063
SRR10665180,AMPLICON,501,124260050,PRJNA594727,SAMN13527570,Metagenome or environmental,77246513,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7343950,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse230,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M230,Maternal_Distal_Intestine_M7,SRP236063
SRR10665181,AMPLICON,501,29595,PRJNA594727,SAMN13527569,Metagenome or environmental,100793,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7343949,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse229,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M229,Fetal_Lung_M5,SRP236063
SRR10665182,AMPLICON,501,134843389,PRJNA594727,SAMN13527567,Metagenome or environmental,80013699,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7343947,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse227,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M227,Maternal_Oral_M8,SRP236063
SRR10665183,AMPLICON,501,46143,PRJNA594727,SAMN13527566,Metagenome or environmental,113927,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX7343946,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse225,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M225,Fetal_Spleen_M6,SRP236063
SRR10665184,AMPLICON,501,26088,PRJNA594727,SAMN13527565,Metagenome or environmental,98296,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7343945,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse224,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M224,Uterus_M4,SRP236063
SRR10665185,AMPLICON,501,10536,PRJNA594727,SAMN13527568,Metagenome or environmental,88198,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7343948,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse228,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M228,Placenta_M9,SRP236063
SRR10665186,AMPLICON,501,48653,PRJNA594727,SAMN13527564,Metagenome or environmental,113588,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7343944,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse223,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M223,Maternal_Lung_M9,SRP236063
SRR10665187,AMPLICON,501,253323,PRJNA594727,SAMN13527487,Metagenome or environmental,239392,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7343943,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse132,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M132,Maternal_Peritoneum_M10,SRP236063
SRR10665188,AMPLICON,501,17557,PRJNA594727,SAMN13527490,Metagenome or environmental,93464,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7344072,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse136,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M136,Fetal_Lung_M9,SRP236063
SRR10665189,AMPLICON,501,63731,PRJNA594727,SAMN13527563,Metagenome or environmental,120330,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7344132,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse222,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M222,Placenta_M14,SRP236063
SRR10665190,AMPLICON,501,77743,PRJNA594727,SAMN13527486,Metagenome or environmental,135218,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7343942,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse131,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M131,Fetal_Spleen_M13,SRP236063
SRR10665191,AMPLICON,501,67708,PRJNA594727,SAMN13527485,Metagenome or environmental,127732,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7343941,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse130,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M130,Kit_12,SRP236063
SRR10665192,AMPLICON,501,12547,PRJNA594727,SAMN13527484,Metagenome or environmental,89264,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7343940,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse129,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M129,Fetal_Brain_M15,SRP236063
SRR10665193,AMPLICON,501,19057,PRJNA594727,SAMN13527483,Metagenome or environmental,94148,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7343939,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse128,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M128,Fetal_Lung_M4,SRP236063
SRR10665194,AMPLICON,501,188788318,PRJNA594727,SAMN13527481,Metagenome or environmental,115851580,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7343937,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse126,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M126,Maternal_Oral_M4,SRP236063
SRR10665195,AMPLICON,501,41619,PRJNA594727,SAMN13527382,Metagenome or environmental,106579,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7343936,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse13,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M13,Fetal_Brain_M10,SRP236063
SRR10665196,AMPLICON,501,528305,PRJNA594727,SAMN13527480,Metagenome or environmental,406299,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX7343935,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse125,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M125,Dacron_6,SRP236063
SRR10665197,AMPLICON,501,16415717,PRJNA594727,SAMN13527482,Metagenome or environmental,8858540,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7343938,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse127,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M127,Maternal_Vaginal_M15,SRP236063
SRR10665198,AMPLICON,501,51970652,PRJNA594727,SAMN13527479,Metagenome or environmental,32181240,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7343934,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse124,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M124,Maternal_Proximal_Intestine_M14,SRP236063
SRR10665199,AMPLICON,501,156518,PRJNA594727,SAMN13527478,Metagenome or environmental,177623,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX7343933,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse123,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M123,Fetal_Tail_M15,SRP236063
SRR10665200,AMPLICON,501,796510,PRJNA594727,SAMN13527477,Metagenome or environmental,568898,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX7343932,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse122,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M122,Maternal_Skin_M10,SRP236063
SRR10665201,AMPLICON,501,105823,PRJNA594727,SAMN13527476,Metagenome or environmental,155501,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7343931,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse120,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M120,Maternal_Liver_M7,SRP236063
SRR10665202,AMPLICON,501,16541,PRJNA594727,SAMN13527474,Metagenome or environmental,92260,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7343929,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse118,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M118,Fetal_Spleen_M7,SRP236063
SRR10665203,AMPLICON,501,200662,PRJNA594727,SAMN13527473,Metagenome or environmental,221338,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX7343928,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse117,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M117,Maternal_Heart_M7,SRP236063
SRR10665204,AMPLICON,501,58650,PRJNA594727,SAMN13527472,Metagenome or environmental,118936,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX7343927,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse116,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M116,Kit_11,SRP236063
SRR10665205,AMPLICON,501,330114525,PRJNA594727,SAMN13527475,Metagenome or environmental,204542848,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7343930,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse119,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M119,Maternal_Proximal_Intestine_M13,SRP236063
SRR10665206,AMPLICON,501,18556,PRJNA594727,SAMN13527471,Metagenome or environmental,93838,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7343926,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse115,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M115,Uterus_M8,SRP236063
SRR10665207,AMPLICON,501,18561,PRJNA594727,SAMN13527381,Metagenome or environmental,93093,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7343925,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse12,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M12,Fetal_Intestine_M14,SRP236063
SRR10665208,AMPLICON,501,4138927,PRJNA594727,SAMN13527372,Metagenome or environmental,2430399,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7343924,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse2,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M2,Maternal_Vaginal_M6,SRP236063
SRR10665209,AMPLICON,501,1475214,PRJNA594727,SAMN13527371,Metagenome or environmental,968671,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7343923,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse1,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M1,Maternal_Skin_M5,SRP236063
SRR10665210,AMPLICON,501,119358,PRJNA594727,SAMN13527424,Metagenome or environmental,162506,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7344146,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse62,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M62,Maternal_Cervix_M9,SRP236063
SRR10665211,AMPLICON,501,136598474,PRJNA594727,SAMN13527377,Metagenome or environmental,86005360,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7344153,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse7,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M7,Maternal_Vaginal_M10,SRP236063
SRR10665212,AMPLICON,501,71212,PRJNA594727,SAMN13527430,Metagenome or environmental,131967,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7344152,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse69,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M69,Uterus_M13,SRP236063
SRR10665213,AMPLICON,501,7304703,PRJNA594727,SAMN13527428,Metagenome or environmental,4036239,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7344150,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse67,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M67,Maternal_Cervix_M8,SRP236063
SRR10665214,AMPLICON,501,137887,PRJNA594727,SAMN13527427,Metagenome or environmental,173366,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7344149,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse66,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M66,Maternal_Lung_M6,SRP236063
